fase,turma,instituicao_ensino_aluno,sinalizador_ingressante,pedra,inde,iaa,ieg,ips,ida,ipp,rec_equipe_1,rec_equipe_2,rec_equipe_3,rec_equipe_4,ponto_virada,ipv,ian,nivel_ideal,defasagem,sexo,corraca
2.0,N,Escola Pública,Ingressante,Ágata,6.583,7.0,6.3,7.5,3.6,7.7,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.0,10.0,Nível 2 (5o e 6o ano),0.0,F,P
4.0,A,Rede Decisão,Veterano,Ágata,6.759,6.3,6.7,7.5,6.4,7.3,Promovido de Fase,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não,5.2,10.0,Nível 3 (7o e 8o ano),1.0,M,A
2.0,H,Escola Pública,Veterano,Ametista,7.215,9.0,7.5,7.5,4.6,7.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.2,10.0,Nível 2 (5o e 6o ano),0.0,M,R
2.0,L,Escola Pública,Veterano,Quartzo,5.185,0.0,5.8,7.5,4.3,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.9,5.0,Nível 3 (7o e 8o ano),-1.0,F,P
2.0,F,Rede Decisão,Veterano,Topázio,9.021,10.0,10.0,7.5,9.1,9.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
2.0,G,Rede Decisão,Veterano,Ametista,7.644,9.5,8.3,5.0,8.1,7.9,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.1,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
3.0,D,Escola Pública,Ingressante,Ágata,6.387,7.1,6.1,7.5,5.0,7.3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.4,5.0,Nível 4 (9o ano),-1.0,M,P
2.0,C,Escola Pública,Ingressante,Quartzo,5.511,0.0,6.3,7.5,6.0,6.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.7,5.0,Nível 3 (7o e 8o ano),-1.0,M,B
0.0,S,Escola Pública,Veterano,Ametista,7.440,10.0,6.7,7.5,7.1,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5.0,Nível 1 (4o ano),-1.0,M,R
3.0,R,Escola Pública,Veterano,Ágata,5.539,8.3,5.3,7.5,3.0,7.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.5,5.0,Nível 4 (9o ano),-1.0,F,R
4.0,A,Rede Decisão,Ingressante,Ametista,7.044,8.8,7.8,6.9,6.5,7.3,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não,7.0,5.0,Nível 6 (2o EM),-2.0,M,R
1.0,C,Escola Pública,Ingressante,Topázio,8.268,9.5,9.2,7.5,7.2,8.8,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.6,5.0,Nível 2 (5o e 6o ano),-1.0,F,R
4.0,A,Rede Decisão,Ingressante,Ametista,7.895,9.6,6.7,7.5,7.5,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não,7.7,10.0,Nível 3 (7o e 8o ano),1.0,F,B
2.0,K,Escola Pública,Ingressante,Ametista,7.599,9.0,8.3,7.5,6.6,8.1,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.2,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
3.0,H,Escola Pública,Ingressante,Ágata,5.735,9.6,3.9,5.0,3.8,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.1,10.0,Nível 3 (7o e 8o ano),0.0,M,B
2.0,A,Rede Decisão,Veterano,Ametista,7.497,9.0,7.1,7.5,7.1,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,R
7.0,A,Rede Decisão,Veterano,Ametista,7.878,9.2,8.9,5.6,6.4,8.1,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,7.6,10.0,Nível 7 (3o EM),0.0,M,R
4.0,G,Escola Pública,Veterano,Ágata,6.853,10.0,4.7,7.5,3.9,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.5,10.0,Nível 4 (9o ano),0.0,M,B
0.0,J,Escola Pública,Ingressante,Ametista,8.008,9.5,10.0,7.5,6.9,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.4,5.0,Nível 1 (4o ano),-1.0,M,R
0.0,J,Escola Pública,Veterano,#NULO!,#NULO!,7.4,0.0,5.0,4.1,0.0,Não avaliado,Não avaliado,Não avaliado,Não avaliado,#NULO!,0.0,10.0,ALFA  (2o e 3o ano),0.0,M,B
4.0,E,Escola Pública,Veterano,Ágata,5.580,9.6,3.9,5.0,2.8,7.2,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não,5.3,10.0,Nível 4 (9o ano),0.0,F,B
0.0,S,Escola Pública,Ingressante,Ametista,7.296,7.5,8.3,7.5,6.6,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.8,5.0,Nível 1 (4o ano),-1.0,M,B
4.0,A,Rede Decisão,Veterano,Ametista,7.972,8.3,8.6,7.5,7.0,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.5,5.0,Nível 5 (1o EM),-1.0,M,R
1.0,F,Escola Pública,Veterano,Ametista,7.285,8.5,7.5,7.5,6.1,7.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.4,5.0,Nível 2 (5o e 6o ano),-1.0,F,R
7.0,A,Rede Decisão,Veterano,Ametista,7.971,9.6,6.7,7.5,7.9,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.7,10.0,Nível 7 (3o EM),0.0,F,B
3.0,L,Rede Decisão,Veterano,Topázio,8.414,7.9,9.7,5.6,7.2,9.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.9,10.0,Nível 2 (5o e 6o ano),1.0,M,A
2.0,E,Escola Pública,Veterano,Ametista,7.254,9.5,4.6,7.5,5.3,8.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.7,10.0,Nível 2 (5o e 6o ano),0.0,F,R
2.0,P,Escola Pública,Veterano,Ágata,5.868,8.5,4.2,7.5,3.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.1,5.0,Nível 3 (7o e 8o ano),-1.0,M,B
3.0,D,Escola Pública,Ingressante,Ametista,7.082,7.9,5.6,7.5,6.4,6.9,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.3,10.0,Nível 3 (7o e 8o ano),0.0,M,R
1.0,E,Escola Pública,Veterano,Topázio,8.494,9.5,9.2,7.5,8.4,8.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.6,5.0,Nível 2 (5o e 6o ano),-1.0,M,R
1.0,F,Escola Pública,Ingressante,Ametista,7.626,8.5,8.8,7.5,7.8,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.3,5.0,Nível 2 (5o e 6o ano),-1.0,F,R
6.0,C,Rede Decisão,Veterano,Ametista,7.620,9.2,7.2,7.5,7.1,8.6,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,8.7,5.0,Nível 7 (3o EM),-1.0,F,P
1.0,N,Escola Pública,Ingressante,Ametista,8.090,8.0,9.6,7.5,8.0,8.1,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.6,5.0,Nível 2 (5o e 6o ano),-1.0,M,P
5.0,A,Escola Pública,Veterano,Ametista,7.223,8.8,8.3,7.5,5.7,7.8,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,7.5,5.0,Nível 7 (3o EM),-2.0,F,R
3.0,B,Escola Pública,Veterano,Ágata,5.956,9.2,5.3,7.5,4.9,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,4.9,5.0,Nível 4 (9o ano),-1.0,F,R
1.0,R,Escola Pública,Ingressante,Quartzo,4.586,8.0,1.7,7.5,3.1,6.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.6,5.0,Nível 2 (5o e 6o ano),-1.0,M,R
0.0,M,Escola Pública,Ingressante,Quartzo,4.808,6.3,4.2,7.5,3.4,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,4.6,5.0,Nível 1 (4o ano),-1.0,M,B
2.0,J,Escola Pública,Ingressante,Quartzo,4.824,9.0,5.0,5.0,1.1,5.2,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.9,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
2.0,I,Escola Pública,Veterano,Ágata,6.078,8.5,5.4,7.5,4.5,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.2,5.0,Nível 3 (7o e 8o ano),-1.0,M,B
4.0,L,Rede Decisão,Veterano,Ametista,7.835,9.2,6.9,7.5,6.8,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,8.0,10.0,Nível 4 (9o ano),0.0,F,B
0.0,R,Escola Pública,Ingressante,Ametista,7.565,8.0,8.3,7.5,7.0,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5.0,Nível 2 (5o e 6o ano),-2.0,F,R
2.0,R,Escola Pública,Veterano,Ametista,7.292,9.0,7.9,6.3,6.7,8.1,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.7,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
6.0,A,Escola Pública,Veterano,Ágata,5.728,10.0,7.2,2.5,4.0,4.6,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não,6.3,5.0,Nível 8 (Universitários),-2.0,M,R
4.0,G,Escola Pública,Veterano,Ágata,6.800,7.5,6.4,6.3,7.1,8.0,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,7.1,5.0,Nível 5 (1o EM),-1.0,F,R
0.0,S,Escola Pública,Ingressante,Topázio,8.431,9.5,10.0,7.5,5.3,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.5,10.0,ALFA  (2o e 3o ano),0.0,F,R
0.0,S,Escola Pública,Ingressante,Ametista,7.873,10.0,8.3,7.5,6.9,7.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.3,5.0,Nível 1 (4o ano),-1.0,M,R
2.0,J,Escola Pública,Veterano,Topázio,8.489,7.4,10.0,8.1,6.6,8.5,Mantido na Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.8,10.0,Nível 2 (5o e 6o ano),0.0,F,B
2.0,M,Escola Pública,Veterano,Ametista,7.543,9.0,8.3,6.9,5.9,8.1,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.9,5.0,Nível 3 (7o e 8o ano),-1.0,M,P
2.0,N,Escola Pública,Veterano,Ágata,6.489,9.5,4.6,7.5,3.2,8.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.1,10.0,Nível 2 (5o e 6o ano),0.0,M,R
3.0,G,Escola Pública,Veterano,Quartzo,4.740,7.9,1.1,7.5,4.0,6.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.9,5.0,Nível 5 (1o EM),-2.0,F,B
2.0,L,Rede Decisão,Veterano,Topázio,8.418,7.5,7.9,7.5,9.2,8.8,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não,8.1,10.0,Nível 2 (5o e 6o ano),0.0,M,B
0.0,T,Escola Pública,Ingressante,Topázio,8.371,9.5,10.0,7.5,7.1,8.1,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,9.7,5.0,Nível 1 (4o ano),-1.0,F,R
4.0,E,Escola Pública,Ingressante,Ágata,5.755,10.0,3.9,7.5,2.8,7.2,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,4.8,10.0,Nível 4 (9o ano),0.0,M,R
1.0,N,Escola Pública,Ingressante,Topázio,8.385,10.0,8.8,7.5,5.8,8.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9.6,10.0,Nível 1 (4o ano),0.0,F,B
5.0,B,Escola Pública,Ingressante,Ametista,8.133,8.8,7.8,7.5,7.9,8.4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.6,10.0,Nível 5 (1o EM),0.0,M,R
0.0,Q,Escola Pública,Ingressante,Ágata,6.885,8.0,5.8,7.5,5.0,7.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.3,10.0,ALFA  (2o e 3o ano),0.0,M,B
1.0,B,Escola Pública,Ingressante,Topázio,8.644,10.0,10.0,7.5,7.0,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.7,10.0,Nível 1 (4o ano),0.0,M,B
1.0,R,Escola Pública,Veterano,Quartzo,5.049,9.5,3.3,7.5,2.0,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.1,5.0,Nível 3 (7o e 8o ano),-2.0,M,R
3.0,D,Escola Pública,Ingressante,Ametista,7.246,6.7,7.2,7.5,7.6,7.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.9,5.0,Nível 4 (9o ano),-1.0,F,R
0.0,Q,Escola Pública,Ingressante,Topázio,8.681,7.5,10.0,7.5,6.7,8.4,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,10.0,10.0,ALFA  (2o e 3o ano),0.0,M,R
6.0,C,Escola Pública,Veterano,Ametista,7.336,8.8,8.6,7.5,5.7,8.0,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.8,5.0,Nível 7 (3o EM),-1.0,M,R
0.0,Q,Escola Pública,Ingressante,Ametista,7.490,8.5,6.7,7.5,5.2,7.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.0,10.0,ALFA  (2o e 3o ano),0.0,F,B
2.0,H,Escola Pública,Veterano,Ametista,7.332,8.5,6.3,7.5,5.4,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.2,10.0,Nível 2 (5o e 6o ano),0.0,F,B
4.0,A,Escola Pública,Veterano,Ágata,6.535,6.7,5.6,7.5,5.8,7.7,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,7.9,5.0,Nível 5 (1o EM),-1.0,F,R
1.0,C,Escola Pública,Ingressante,Ametista,7.039,9.0,8.8,7.5,2.7,8.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.9,5.0,Nível 2 (5o e 6o ano),-1.0,M,B
2.0,F,Escola Pública,Veterano,Quartzo,2.735,0.0,1.3,4.4,0.4,6.6,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,5.3,2.5,Nível 5 (1o EM),-3.0,F,B
1.0,J,Escola Pública,Veterano,Ametista,8.019,8.5,9.6,7.5,7.1,8.1,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.9,5.0,Nível 2 (5o e 6o ano),-1.0,F,B
1.0,E,Escola Pública,Veterano,Topázio,8.881,10.0,9.6,7.5,7.8,8.8,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.9,10.0,Nível 1 (4o ano),0.0,F,B
1.0,R,Escola Pública,Veterano,Ametista,7.413,7.4,8.3,7.5,6.4,8.1,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-2.0,M,P
1.0,C,Escola Pública,Veterano,Ametista,7.476,9.5,9.2,7.5,4.8,7.9,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.4,5.0,Nível 3 (7o e 8o ano),-2.0,M,B
0.0,S,Escola Pública,Ingressante,Topázio,8.806,9.5,10.0,7.5,6.9,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.8,10.0,ALFA  (2o e 3o ano),0.0,M,R
1.0,N,Escola Pública,Ingressante,Ágata,6.374,10.0,6.7,7.5,3.0,8.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.9,5.0,Nível 2 (5o e 6o ano),-1.0,M,R
1.0,E,Escola Pública,Ingressante,Quartzo,4.940,0.0,4.6,7.5,2.3,8.4,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,7.3,5.0,Nível 3 (7o e 8o ano),-2.0,F,B
1.0,R,Escola Pública,Veterano,Ágata,5.787,0.0,9.2,3.1,3.3,8.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-2.0,M,B
4.0,A,Escola Pública,Veterano,Ametista,7.310,7.1,7.2,5.0,8.5,7.7,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,8.5,5.0,Nível 5 (1o EM),-1.0,M,B
5.0,B,Escola Pública,Ingressante,Ametista,6.913,8.8,6.4,7.5,5.8,8.4,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,7.5,5.0,Nível 6 (2o EM),-1.0,M,R
1.0,R,Escola Pública,Veterano,Ametista,7.196,9.5,9.2,3.1,5.5,8.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 2 (5o e 6o ano),-1.0,F,B
1.0,B,Escola Pública,Veterano,Topázio,8.358,9.0,8.8,7.5,7.4,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.7,10.0,Nível 1 (4o ano),0.0,F,B
0.0,T,Escola Pública,Ingressante,Topázio,8.583,9.0,10.0,7.5,5.9,8.1,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,9.7,10.0,ALFA  (2o e 3o ano),0.0,M,B
2.0,N,Escola Pública,Veterano,Ágata,6.682,7.9,5.0,7.5,4.6,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,10.0,Nível 2 (5o e 6o ano),0.0,F,P
1.0,C,Escola Pública,Ingressante,Quartzo,2.942,0.0,1.3,7.5,0.0,6.3,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,4.1,5.0,Nível 2 (5o e 6o ano),-1.0,M,B
3.0,F,Escola Pública,Veterano,Quartzo,5.193,10.0,3.6,7.5,0.7,6.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.5,10.0,Nível 3 (7o e 8o ano),0.0,F,B
3.0,F,Escola Pública,Veterano,Ágata,5.742,7.1,5.0,7.5,5.1,7.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.5,2.5,Nível 6 (2o EM),-3.0,F,B
0.0,S,Escola Pública,Ingressante,Ametista,7.442,8.0,8.3,7.5,6.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.0,5.0,Nível 1 (4o ano),-1.0,M,B
0.0,O,Escola Pública,Ingressante,Ametista,7.438,9.0,8.3,7.5,5.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.4,5.0,Nível 2 (5o e 6o ano),-2.0,M,B
0.0,S,Escola Pública,Ingressante,Ágata,5.888,9.0,5.0,7.5,3.4,7.5,Mantido na Fase atual,Não avaliado,Não avaliado,Não avaliado,Não,6.5,5.0,Nível 2 (5o e 6o ano),-2.0,M,R
1.0,A,Escola JP II,Veterano,Quartzo,3.754,6.3,2.1,6.3,2.4,4.4,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,3.3,5.0,Nível 3 (7o e 8o ano),-2.0,M,B
5.0,F,Escola Pública,Veterano,Quartzo,4.494,4.6,3.3,5.0,4.8,5.9,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,4.0,5.0,Nível 6 (2o EM),-1.0,M,B
2.0,I,Escola Pública,Veterano,Ágata,6.783,8.5,6.3,6.9,6.1,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.7,5.0,Nível 4 (9o ano),-2.0,F,R
1.0,C,Escola Pública,Veterano,Ametista,7.082,8.5,7.5,6.3,6.4,6.9,Alocado em Fase anterior,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.2,5.0,Nível 2 (5o e 6o ano),-1.0,F,P
2.0,A,Rede Decisão,Veterano,Topázio,9.163,10.0,10.0,5.0,9.4,8.5,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.7,10.0,Nível 2 (5o e 6o ano),0.0,F,B
0.0,J,Escola Pública,Veterano,Ágata,6.633,10.0,6.7,7.5,5.3,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.2,5.0,Nível 1 (4o ano),-1.0,F,P
2.0,D,Escola Pública,Veterano,Ametista,7.396,9.0,7.9,7.5,6.6,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,R
2.0,R,Escola Pública,Veterano,Quartzo,3.868,9.5,1.7,5.0,0.0,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.3,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
0.0,M,Escola Pública,Ingressante,Ametista,6.942,9.0,5.8,7.5,4.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.0,10.0,ALFA  (2o e 3o ano),0.0,F,R
2.0,P,Escola Pública,Veterano,Ametista,8.046,9.5,6.3,7.5,8.5,9.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Não avaliado,Sim,10.0,5.0,Nível 3 (7o e 8o ano),-1.0,M,B
0.0,N,Escola Pública,Ingressante,Ágata,5.615,9.5,4.2,7.5,2.8,7.8,Mantido na Fase atual,Mantido na Fase + Bolsa,Não avaliado,Não avaliado,Não,6.2,5.0,Nível 1 (4o ano),-1.0,M,R
3.0,B,Escola Pública,Veterano,Quartzo,5.348,8.3,3.6,7.5,1.3,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,5.1,10.0,Nível 3 (7o e 8o ano),0.0,M,R
5.0,B,Escola Pública,Ingressante,Quartzo,5.336,8.3,4.7,0.0,5.3,7.9,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Não avaliado,Não,6.0,5.0,Nível 7 (3o EM),-2.0,F,R
2.0,D,Escola Pública,Veterano,Quartzo,5.479,7.8,2.9,7.5,3.3,6.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.2,10.0,Nível 2 (5o e 6o ano),0.0,M,P
5.0,A,Rede Decisão,Veterano,Topázio,8.681,10.0,8.6,7.5,9.3,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.9,5.0,Nível 6 (2o EM),-1.0,M,B
2.0,J,Escola Pública,Veterano,Ágata,6.722,8.0,5.8,7.5,4.5,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,6.8,10.0,Nível 2 (5o e 6o ano),0.0,F,R
6.0,A,Rede Decisão,Veterano,Ametista,7.872,7.9,7.5,7.5,7.9,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.2,5.0,Nível 7 (3o EM),-1.0,M,P
1.0,E,Escola Pública,Veterano,Ametista,7.963,9.0,9.6,6.3,7.4,8.3,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.5,5.0,Nível 2 (5o e 6o ano),-1.0,F,B
1.0,N,Escola Pública,Veterano,Quartzo,5.411,9.5,3.3,7.5,2.3,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.6,5.0,Nível 2 (5o e 6o ano),-1.0,F,B
5.0,B,Escola Pública,Ingressante,Quartzo,4.600,8.3,2.8,7.5,0.0,7.5,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,Não avaliado,Não,3.6,10.0,Nível 5 (1o EM),0.0,F,R
2.0,C,Escola Pública,Veterano,Ágata,6.842,8.5,6.3,6.9,6.6,7.3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.5,5.0,Nível 4 (9o ano),-2.0,F,B
1.0,N,Escola Pública,Veterano,Ametista,8.040,8.0,9.6,7.5,7.3,8.1,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.1,5.0,Nível 2 (5o e 6o ano),-1.0,M,R
0.0,P,Escola Pública,Veterano,Ágata,6.048,8.5,5.0,6.3,4.7,7.2,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.1,5.0,Nível 1 (4o ano),-1.0,M,B
0.0,P,Escola Pública,Veterano,Ametista,6.917,9.5,5.8,7.5,6.5,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.5,5.0,Nível 2 (5o e 6o ano),-2.0,F,R
3.0,C,Escola Pública,Ingressante,Quartzo,5.101,6.7,5.0,7.5,2.0,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.3,5.0,Nível 5 (1o EM),-2.0,M,B
7.0,A,Escola Pública,Veterano,Ametista,7.738,8.3,9.7,5.6,8.3,7.8,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.3,5.0,Nível 8 (Universitários),-1.0,F,R
2.0,B,Rede Decisão,Veterano,Ametista,7.908,8.5,9.2,7.5,7.9,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
0.0,N,Escola Pública,Ingressante,Ágata,6.042,9.0,8.3,0.0,4.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.2,5.0,Nível 1 (4o ano),-1.0,F,A
