nome,idade,anos_pm,fase,sinalizador_ingressante,pedra,inde,iaa,ieg,ips,ida,ipp,ipv,ian,defasagem,sexo,corraca,bolsista_encoded,ponto_virada_encoded,pedra_encoded,fase_ideal,rec_equipe_1_resultado,rec_equipe_2_resultado,rec_equipe_3_resultado,rec_equipe_4_resultado,rec_equipe_1_resultado_encoded,rec_equipe_2_resultado_encoded,rec_equipe_3_resultado_encoded,rec_equipe_4_resultado_encoded,rec_sintese
ALUNO-1164,9.0,0.0,0,Ingressante,Ágata,6.571,9.0,5.0,7.5,6.2,7.5,7.2,5.0,-1.0,F,B,0,0,2,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1165,14.0,2.0,3,Veterano,Ametista,7.765,7.9,8.6,7.5,7.2,7.7,8.9,5.0,-1.0,M,R,0,0,3,4.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1166,14.0,4.0,2,Veterano,Quartzo,3.979,0.0,2.1,6.9,3.5,5.4,5.7,5.0,-2.0,F,P,0,0,1,4.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1167,10.0,2.0,2,Veterano,Ágata,6.294,10.0,6.3,7.5,1.8,6.9,6.2,10.0,0.0,M,B,0,0,2,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1168,12.0,1.0,1,Veterano,Ametista,8.104,9.5,9.6,7.5,6.9,8.1,9.0,5.0,-2.0,F,P,0,1,3,3.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-1170,10.0,2.0,1,Veterano,Quartzo,4.275,9.5,1.3,8.1,0.0,7.3,5.2,5.0,-1.0,M,B,0,0,1,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1171,13.0,2.0,3,Veterano,Topázio,9.025,8.8,8.9,6.3,9.2,9.2,9.9,10.0,0.0,F,P,1,1,4,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1174,16.0,2.0,6,Veterano,Ágata,6.775,8.3,7.2,3.8,6.0,6.7,6.3,10.0,0.0,F,R,1,0,2,6.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-1175,11.0,1.0,1,Veterano,Ágata,5.915,8.0,6.3,7.5,2.2,8.4,6.7,5.0,-1.0,M,B,0,0,2,2.0,,Neutro,Neutro,,,0.0,0.0,,0.0
ALUNO-1176,16.0,4.0,5,Veterano,Ametista,8.003,9.2,6.9,8.1,8.5,8.4,9.3,5.0,-1.0,M,B,1,1,3,6.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1181,11.0,2.0,1,Veterano,Ametista,7.961,9.0,9.6,5.6,7.6,8.1,8.7,5.0,-1.0,F,B,0,0,3,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1182,8.0,0.0,0,Ingressante,Ametista,7.006,7.4,8.3,7.5,4.4,6.6,6.6,10.0,0.0,M,B,0,0,3,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1183,11.0,0.0,1,Ingressante,Ametista,7.614,8.5,9.2,7.5,6.4,7.5,8.3,5.0,-1.0,F,B,0,0,3,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1190,12.0,2.0,2,Veterano,Ametista,7.554,8.5,8.8,7.5,6.1,8.1,8.3,5.0,-1.0,F,B,0,0,3,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1191,13.0,4.0,3,Ingressante,Quartzo,4.615,7.5,2.5,4.4,1.9,7.1,4.2,10.0,0.0,M,B,1,0,1,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-1195,12.0,1.0,3,Veterano,Topázio,8.322,9.2,8.6,7.5,7.4,7.9,8.3,10.0,0.0,F,B,0,0,4,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1196,,0.0,7,Ingressante,Ametista,7.892,9.2,6.9,7.5,6.1,8.3,9.0,10.0,0.0,F,P,0,0,3,,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1197,17.0,5.0,7,Veterano,Ametista,8.040,8.3,8.3,7.5,7.8,7.8,7.3,10.0,0.0,M,B,1,0,3,7.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1198,12.0,1.0,2,Veterano,Quartzo,4.814,9.5,3.3,5.0,2.4,6.7,5.3,5.0,-1.0,F,B,0,0,1,3.0,Negativo,Neutro,Neutro,,-1.0,0.0,0.0,,0.0
ALUNO-1199,9.0,0.0,0,Ingressante,Ametista,7.025,8.5,8.3,7.5,4.9,7.5,7.7,5.0,-1.0,M,B,0,0,3,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1201,17.0,0.0,7,Veterano,Ametista,7.031,7.1,6.1,5.6,6.5,8.1,7.1,10.0,0.0,F,R,1,0,3,7.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1204,9.0,0.0,1,Ingressante,Topázio,8.797,10.0,9.6,7.5,6.9,8.3,9.6,10.0,0.0,F,R,0,1,4,1.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-1205,10.0,2.0,2,Veterano,Ametista,8.040,8.5,9.2,7.5,5.5,7.3,8.9,10.0,0.0,F,B,0,0,3,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-1206,8.0,0.0,0,Ingressante,Topázio,8.871,8.5,10.0,7.5,7.6,8.1,9.7,10.0,0.0,M,R,0,1,4,0.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-1210,8.0,0.0,0,Ingressante,Topázio,8.250,8.0,10.0,7.5,6.8,7.5,8.0,10.0,0.0,M,R,0,0,4,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1211,8.0,0.0,0,Ingressante,Ágata,6.748,8.4,6.7,7.5,4.8,6.6,6.1,10.0,0.0,F,R,0,0,2,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1212,11.0,0.0,1,Ingressante,Ágata,5.703,9.0,4.2,6.3,3.3,7.5,7.2,5.0,-1.0,F,R,0,0,2,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1214,11.0,0.0,1,Ingressante,Ametista,7.496,10.0,10.0,7.5,3.0,8.1,9.2,5.0,-1.0,F,B,0,1,3,2.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-1215,11.0,2.0,1,Ingressante,Ametista,7.401,9.5,10.0,2.5,6.3,7.5,8.4,5.0,-1.0,M,B,0,0,3,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1217,14.0,5.0,3,Veterano,Ametista,8.181,8.8,8.6,7.5,7.6,9.2,9.5,5.0,-1.0,M,R,1,1,3,4.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1219,14.0,4.0,5,Veterano,Ametista,8.201,7.9,7.5,7.5,7.9,8.6,8.6,10.0,1.0,M,P,1,0,3,4.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-1221,13.0,0.0,2,Ingressante,Topázio,8.618,9.0,10.0,7.5,8.0,9.8,9.4,5.0,-1.0,M,R,0,1,4,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1223,12.0,2.0,2,Veterano,Ágata,6.779,6.8,8.3,8.1,4.7,8.1,6.8,5.0,-1.0,F,B,0,0,2,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1226,12.0,2.0,2,Veterano,Ágata,6.621,5.3,8.3,8.1,4.7,8.1,6.8,5.0,-1.0,M,R,0,0,2,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1228,12.0,2.0,3,Veterano,Quartzo,3.603,0.0,0.6,7.5,3.1,6.3,2.5,10.0,0.0,F,B,0,0,1,3.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1229,10.0,3.0,1,Veterano,Ágata,5.588,9.5,5.8,4.4,0.7,8.1,7.9,5.0,-1.0,F,R,0,0,2,2.0,,Neutro,Neutro,,,0.0,0.0,,0.0
ALUNO-1230,13.0,4.0,4,Veterano,Ametista,7.714,7.1,8.6,6.9,5.8,8.1,8.1,10.0,1.0,M,B,1,0,3,3.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1231,13.0,4.0,2,Veterano,Quartzo,4.133,0.0,1.7,6.3,3.1,7.5,6.5,5.0,-1.0,F,R,0,0,1,3.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1232,13.0,2.0,2,Veterano,Quartzo,2.717,0.0,0.8,7.5,0.9,6.3,2.5,5.0,-1.0,M,R,0,0,1,3.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1233,15.0,4.0,5,Veterano,Ametista,7.416,9.6,6.7,5.0,7.8,7.7,6.5,10.0,0.0,M,P,1,0,3,5.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-1234,8.0,0.0,0,Ingressante,Ametista,7.229,8.5,6.7,7.5,5.6,7.5,7.2,10.0,0.0,F,B,0,0,3,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1237,14.0,2.0,3,Ingressante,Quartzo,4.372,6.7,2.2,7.5,2.3,7.1,4.2,5.0,-1.0,M,R,0,0,1,4.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1239,11.0,0.0,1,Ingressante,Ágata,5.574,8.5,5.8,7.5,2.0,7.3,5.9,5.0,-1.0,F,B,0,0,2,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1240,13.0,0.0,2,Ingressante,Ametista,6.917,7.4,7.9,7.5,4.3,7.9,8.5,5.0,-1.0,M,R,0,0,3,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-1242,11.0,0.0,1,Ingressante,Quartzo,5.507,7.4,4.6,7.5,2.4,8.1,6.6,5.0,-1.0,M,B,0,0,1,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1244,10.0,2.0,1,Veterano,Ametista,7.389,10.0,8.8,7.5,5.8,7.5,7.4,5.0,-1.0,F,P,0,0,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1248,14.0,4.0,3,Veterano,Ágata,6.047,9.2,3.9,5.6,6.5,7.7,6.1,5.0,-1.0,F,B,1,0,2,4.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1250,14.0,2.0,3,Veterano,Ágata,6.343,6.7,5.8,6.9,5.8,7.5,7.1,5.0,-1.0,F,P,0,0,2,4.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1251,15.0,1.0,3,Veterano,Ametista,7.789,8.8,7.2,6.3,8.1,7.5,7.4,10.0,0.0,M,B,0,0,3,3.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-1254,13.0,3.0,3,Veterano,Ametista,7.379,9.2,5.8,7.5,6.8,7.5,7.2,10.0,0.0,F,P,0,0,3,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-1256,16.0,3.0,5,Veterano,Ágata,6.541,9.2,7.5,7.5,3.6,7.7,6.9,5.0,-1.0,M,B,0,0,2,6.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-1260,11.0,1.0,1,Veterano,Ágata,6.163,9.0,5.0,7.5,3.9,7.7,7.3,5.0,-1.0,F,B,0,0,2,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1264,11.0,2.0,2,Veterano,Ágata,6.254,8.0,4.2,8.1,3.1,7.3,7.3,10.0,0.0,M,B,0,0,2,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-1266,13.0,3.0,3,Ingressante,Quartzo,4.817,10.0,3.3,5.6,1.8,6.9,2.8,10.0,0.0,M,R,0,0,1,3.0,Neutro,Positivo,,,0.0,1.0,,,0.0
ALUNO-1268,11.0,0.0,1,Ingressante,Ametista,6.978,8.0,7.5,7.5,5.0,7.5,8.4,5.0,-1.0,F,R,0,0,3,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1275,10.0,2.0,1,Veterano,Topázio,8.468,9.5,9.6,7.5,7.8,8.3,9.8,5.0,-1.0,F,B,0,1,4,2.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-1278,10.0,2.0,0,Veterano,Ágata,5.671,8.0,4.2,7.5,4.6,6.3,6.2,5.0,-2.0,F,R,0,0,2,2.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-1279,15.0,0.0,5,Ingressante,Quartzo,4.729,8.3,1.9,0.0,3.8,7.3,5.1,10.0,0.0,F,R,0,0,1,5.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-1285,9.0,1.0,1,Veterano,Topázio,8.407,9.0,10.0,7.5,5.9,7.7,9.1,10.0,0.0,F,B,0,1,4,1.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-1286,8.0,0.0,0,Ingressante,Ametista,8.015,10.0,8.3,7.5,6.5,7.8,7.6,10.0,0.0,M,B,0,0,3,0.0,Neutro,Positivo,,,0.0,1.0,,,0.0
ALUNO-1287,11.0,1.0,0,Veterano,Ametista,7.546,8.0,10.0,7.5,5.3,7.5,8.4,5.0,-2.0,F,R,0,0,3,2.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-1288,17.0,5.0,7,Veterano,Ágata,6.787,8.8,7.2,5.6,5.8,6.7,5.4,10.0,0.0,M,B,1,0,2,7.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-1289,13.0,1.0,2,Veterano,Ágata,6.860,8.5,7.9,7.5,4.8,7.9,7.1,5.0,-1.0,M,R,0,0,2,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1292,12.0,2.0,3,Veterano,Topázio,8.614,9.6,9.7,7.5,6.7,8.8,8.7,10.0,0.0,M,P,1,0,4,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1296,11.0,2.0,1,Veterano,Ágata,6.844,9.5,8.8,7.5,3.5,7.5,7.2,5.0,-1.0,M,B,0,0,2,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1298,9.0,2.0,0,Veterano,Ametista,7.521,10.0,8.3,7.5,6.4,7.5,7.8,5.0,-1.0,F,B,0,0,3,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1299,15.0,4.0,7,Veterano,Ametista,7.936,7.1,8.3,7.5,7.2,8.3,7.8,10.0,0.0,M,B,1,0,3,7.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1300,11.0,0.0,1,Ingressante,Ametista,7.297,9.0,8.8,7.5,5.3,7.9,7.8,5.0,-1.0,M,P,0,0,3,2.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-1301,13.0,0.0,3,Ingressante,Ametista,7.983,9.6,7.5,7.5,6.0,8.3,8.7,10.0,0.0,F,B,0,0,3,3.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-1302,12.0,2.0,1,Veterano,Quartzo,3.827,0.0,3.3,7.5,0.6,7.2,5.3,5.0,-2.0,M,R,0,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1307,11.0,0.0,2,Ingressante,Ametista,6.917,7.0,6.7,7.5,4.8,7.5,7.2,10.0,0.0,F,N,0,0,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1308,14.0,0.0,3,Ingressante,Quartzo,4.892,7.1,3.3,2.5,2.3,7.5,7.8,5.0,-1.0,F,N,0,0,1,4.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-1310,13.0,0.0,3,Ingressante,Ágata,6.625,9.2,5.3,7.5,3.5,7.5,7.2,10.0,0.0,F,R,0,0,2,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-1315,13.0,5.0,2,Veterano,Quartzo,5.075,8.9,3.8,4.4,4.3,5.0,5.7,5.0,-1.0,F,N,1,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1319,11.0,2.0,2,Veterano,Ametista,7.572,6.4,8.3,5.0,6.3,8.1,8.4,10.0,0.0,M,B,0,0,3,2.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-1323,11.0,2.0,2,Veterano,Ametista,7.518,8.0,8.8,5.6,5.1,7.9,7.9,10.0,0.0,M,P,0,0,3,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-1324,11.0,3.0,2,Veterano,Ametista,7.186,8.5,8.8,7.5,3.4,7.5,7.1,10.0,0.0,M,B,0,0,3,2.0,Negativo,Neutro,Neutro,,-1.0,0.0,0.0,,0.0
ALUNO-1326,14.0,0.0,2,Veterano,Quartzo,4.396,9.0,3.8,5.6,1.3,6.9,3.7,5.0,-2.0,F,B,0,0,1,4.0,Neutro,,Neutro,,0.0,,0.0,,0.0
ALUNO-1330,15.0,2.0,4,Veterano,Ametista,7.117,8.8,8.3,7.5,5.5,7.5,7.3,5.0,-1.0,M,R,0,0,3,5.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-1332,8.0,0.0,0,Ingressante,Topázio,8.775,10.0,10.0,7.5,6.6,7.5,9.8,10.0,0.0,F,R,0,1,4,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1334,8.0,0.0,0,Ingressante,Topázio,8.821,8.5,10.0,7.5,7.4,8.1,9.7,10.0,0.0,M,R,0,1,4,0.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-1335,11.0,0.0,2,Ingressante,Quartzo,4.831,0.0,3.8,7.5,3.4,6.7,4.9,10.0,0.0,M,R,1,0,1,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1338,11.0,2.0,2,Veterano,Ágata,6.511,7.9,2.1,7.5,5.2,7.7,8.7,10.0,0.0,F,B,0,0,2,2.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-1343,12.0,3.0,2,Veterano,Quartzo,3.996,10.0,1.3,5.6,1.3,6.9,3.7,5.0,-1.0,M,B,0,0,1,3.0,Neutro,,Neutro,,0.0,,0.0,,0.0
ALUNO-1344,15.0,3.0,2,Veterano,Ágata,5.664,9.5,5.8,5.6,2.0,8.1,7.6,2.5,-3.0,F,B,0,0,2,5.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-1345,9.0,0.0,0,Ingressante,Ágata,6.606,9.0,6.7,7.5,4.9,7.2,7.1,5.0,-1.0,M,N,0,0,2,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1348,14.0,3.0,3,Veterano,Ametista,7.422,7.5,8.6,6.3,6.9,7.5,8.5,5.0,-1.0,F,N,1,0,3,4.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
